ID_POSLA,SIFRA_KO,IME_KO,OBCINA,STEVILKA_STAVBE,STEVILKA_DELA_STAVBE,PARCELNA_STEVILKA_ZA_GEOLOKACIJO,INTERNA_OZNAKA_DELA_STAVBE,EVIDENTIRANOST_DELA_STAVBE,NASELJE,ULICA,HISNA_STEVILKA,DODATEK_HS,STEVILKA_STANOVANJA_ALI_POSLOVNEGA_PROSTORA,VRSTA_DELA_STAVBE,LETO_IZGRADNJE_DELA_STAVBE,STAVBA_JE_DOKONCANA,GRADBENA_FAZA,NOVOGRADNJA,PRODANA_POVRSINA,PRODANI_DELEZ_DELA_STAVBE,PRODANA_POVRSINA_DELA_STAVBE,PRODANA_UPORABNA_POVRSINA_DELA_STAVBE,NADSTROPJE_DELA_STAVBE,STEVILO_ZUNANJIH_PARKIRNIH_MEST,ATRIJ,POVRSINA_ATRIJA,OPOMBE_O_NEPREMICNINI,DEJANSKA_RABA_DELA_STAVBE,LEGA_DELA_STAVBE_V_STAVBI,STEVILO_SOB,POVRSINA_DELA_STAVBE,UPORABNA_POVRSINA,PROSTORI_DELA_STAVBE,POGODBENA_CENA_DELA_STAVBE,STOPNJA_DDV_DELA_STAVBE,E_CENTROID,N_CENTROID,LETO,RPE_OBCINE_SIFRA
810057,2636,BEŽIGRAD,LJUBLJANA,421,2,,,1,LJUBLJANA,TRIGLAVSKA ULICA,41,,2,2,1969,1,,,123.1,9/40,,,,,0,,,47 - stanovanje v dvostanovanjski stavbi,,,123.1,92.6," bivalni prostor | garaža | odprta terasa, balkon, loža",,,461823.66,103808.9,2024,61
813846,1739,ZGORNJA ŠIŠKA,LJUBLJANA,7025,568,,,1,,,,,,3,2023,1,,1,13.2,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,13.2,13.2, garažni parkirni prostor,,,460079.67,104206.21,2024,61
833059,1696,RUDNIK,LJUBLJANA,2652,1,,,1,LJUBLJANA,DOLENJSKA CESTA,236,,1,2,2024,1,,1,39.6,1/1,,,,,0,,,2 - stanovanje,nadstropje,,49.2,39.6," bivalni prostor | klet | odprta terasa, balkon, loža",,,464064.53,98756.05,2024,61
811459,1730,MOSTE,LJUBLJANA,678,1,,,1,LJUBLJANA,TOVARNIŠKA ULICA,37,,1,2,1952,1,,,64.8,1/1,,,,,0,,,2 - stanovanje,pritličje,,64.8,50.4, bivalni prostor | klet,,,463847.45,102482.64,2024,61
825940,2706,ZELENA JAMA,LJUBLJANA,654,20,,,1,,,,,,3,2023,1,,1,12.5,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,12.5,12.5, garažni parkirni prostor,,,463751.54,102944.52,2024,61
885634,1994,DOBROVA,LJUBLJANA,1090,3,,,1,LJUBLJANA,ULICA BORCA PETRA,16,,3,2,1990,1,,,122.5,1/1,,,,,0,,,2 - stanovanje,nadstropje,,122.5,101.8," bivalni prostor | odprta terasa, balkon, loža",,,457538.85,99572.83,2024,61
813687,1725,AJDOVŠČINA,LJUBLJANA,596,282,,,1,,,,,,3,2023,1,,1,13.7,1/1,,,,,0,,,16 - garažno parkirno mesto,klet,,13.7,13.7, garažni parkirni prostor,,,461449.36,101847.67,2024,61
827273,1756,ČRNUČE,LJUBLJANA,2641,20,,,1,LJUBLJANA,CESTA CENETA ŠTUPARJA,129,,20,2,2023,1,,1,40.9,1,,,,,0,,,2 - stanovanje,nadstropje,,40.9,29.7," bivalni prostor | klet | odprta terasa, balkon, loža",,,463938.43,107630.74,2024,61
816725,1739,ZGORNJA ŠIŠKA,LJUBLJANA,7003,17,,,1,LJUBLJANA,ŠIŠENSKA CESTA,12,,17,2,2022,1,,1,78.1,1/1,,,,,0,,,2 - stanovanje,nadstropje,,77.8,63.3," bivalni prostor | klet | odprta terasa, balkon, loža",,,460070.7,103998.4,2024,61
814022,1739,ZGORNJA ŠIŠKA,LJUBLJANA,7025,85,,,1,LJUBLJANA,CELOVŠKA CESTA,176,,85,2,2023,1,,1,52.4,1/1,,,,,0,,,2 - stanovanje,nadstropje,,52.4,42.7," bivalni prostor | klet | odprta terasa, balkon, loža",,,460079.67,104206.21,2024,61
